
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                       Av. da República, Edifício República, Loja C - Alcoitão; 2750-091 Cascais |                                                   Avenida da República, 2750-475, Cascais, Lisboa |  2750-475 |  2 |  80.29 |  -9.429171194545624 |  38.69415604618115 | f6ceb836-9a4a-38bf-a438-178e3778da3b |
|                                                                       Caminho Novo ou Estremadura 5130-359 S. JOÃO DA PESQUEIRA |                     Rua do Caminho Novo, 5130-272, Paredes da Beira, São João da Pesqueira, Viseu |  5130-272 |  2 |  80.19 |  -7.478219980590068 |  41.06559284026868 | eb8711b8-6192-3aa8-88b6-e77893c0b944 |
|                                                                          Lugar de Cepães - Edifício S. Miguel 4740-571 MARINHAS |                                        Edifício São Miguel, N13, 4740, Marinhas, Esposende, Braga |      4740 |  3 |  80.13 |   -8.78400000221282 |  41.55815001649697 | ec0bd522-749b-394c-811f-a19042e994f7 |
|                                                                                          Estrada Nacional nº 4 2870-184 MONTIJO |                                                                         4, 2870, Montijo, Setúbal |      2870 |  2 |  80.07 |  -8.939881405799662 |  38.70083522500749 | 216cbc33-7d82-3729-8fb7-446bbcd1d12c |
|                                                                 Rua Dr. José Correia Lacerda, Bloco C, n.º 5 5000-440 Vila Real |                                              Rua Dom José Correia de Lacerda, 5000-440, Vila Real |  5000-440 |  2 |  80.06 |  -7.746524702183628 |  41.30504474335506 | 0bcc7596-bf1e-375e-8e6f-204b130499b2 |
|                                                                                                Avenida Central 4575-262 OLDRÕES |                                                                4575-262, Oldrões, Penafiel, Porto |  4575-262 |  2 |     80 |   -8.29412414677319 |   41.1441832484682 | 036ed107-970d-3dff-8ef2-961c00f33082 |
|                                                                             Av.ª Sá Carneiro, n.º 891, 3660-428 S. PEDRO DO SUL |                                                                 3660-428, São Pedro do Sul, Viseu |  3660-428 |  1 |     80 |   -8.06758481729822 | 40.760130519163425 | 60b44f2d-2b5a-3c6d-aeb8-ab696a5e0f7a |
|                                                                         Rua do Dourado, Nº 265 a 283 3700-044 S.JOÃO DA MADEIRA |                                                  3700-044, Bem Saúde, São João da Madeira, Aveiro |  3700-044 |  1 |     80 |  -8.503247822432172 | 40.895225725068244 | 23c524b6-355a-3986-bbc5-6b68899958a4 |
|                                                                  Travessa Domingos Pinho, n.º 57 A 3720-133 Oliveira de Azeméis |                                                             3720-133, Oliveira de Azeméis, Aveiro |  3720-133 |  6 |  79.98 |  -8.482531028332849 |  40.84104345032046 | 1e5b06fa-e185-3efd-9ab7-844752382224 |
|                                                             Rua da Escola, R/C , S. Domingos de Rana - Aboboda 2750-011 CASCAIS |                                     Rua da Escola, 2765-221, São João do Estoril, Cascais, Lisboa |  2765-221 |  4 |  79.98 |  -9.393384898730275 |  38.70351003888227 | 63b611e0-8daa-3013-887f-157613a718de |
|                                                      Rua Cidade do Porto - Edificio Olympus, Loja 73 4700-213 BRAGA (MAXIMINOS) |                                                              Rua Cidade do Porto, 4705-086, Braga |  4705-086 |  3 |  79.83 |  -8.435440870169506 | 41.536984636121275 | d3dfdd88-15d7-3953-a9db-15a5488a3703 |
|                                                                                         Lugar da Sobreira 4620-074 CAIDE de REI |                                                                4620, Caíde de Rei, Lousada, Porto |      4620 |  2 |  79.72 |  -8.225387144545476 |   41.2674796534628 | a84709ef-7403-3fb5-aae7-a97d83730cb6 |
|                                                                                            Alto da Lixa 4615-301 BORBA de GODIM |                                        Avenida do Alto da Lixa, 4615-480, Lixa, Felgueiras, Porto |  4615-480 | 48 |  79.49 |  -8.142020788710544 | 41.316053670268104 | 664f5ebb-ec9a-3921-8d63-530eb2dd26e0 |
|                                                        Lugar de Porinhos-Loteamento do Telhado, Nº 1 4820 -748 Arões (Sº Romão) |                                              Loteamento do Telhado, 4820-758, Tapada, Fafe, Braga |  4820-758 | 15 |  79.47 |  -8.208295399764877 |  41.45092020092297 | 8b8d9730-d9b0-3ed5-b581-bbc0f05f4475 |
|                                       Lugar dos Moinhos - Estrada Nacional 209 - Edificio Mariano, 4676-Loja 3 4580-497 PAREDES |                                                                    N209, 4580-439, Paredes, Porto |  4580-439 |  6 |  79.45 |  -8.434256868443324 |  41.22348986595064 | 356c7abd-18dd-3558-99a3-d147e187b016 |
|                                                                                       Largo 1º de Maio, nº 13 8500-543 PORTIMÃO |                                                     Rua do Meio 13, 8500-785, Vau, Portimão, Faro |  8500-785 |  2 |  79.36 |  -8.535140039648468 | 37.168400011569446 | 418cc9c8-d520-31e3-984c-bdc69397b077 |
|                                                                                              Lugar da Livração 4635-518 TOUTOSA |                                                      4635-518, Toutosa, Marco de Canaveses, Porto |  4635-518 |  2 |  79.31 |  -8.145130848862985 |  41.22182779041508 | af6904de-569a-363a-887f-48d0ac8b7369 |
|                                                                      Edifício Ilha dos Amores, nº 5 4920-279 VILA NOVA CERVEIRA |                                                                                          4920-279 |  4920-279 |  1 |  79.19 |   -8.74238997173606 |  41.94381998942413 | e4562507-5e42-3015-9bf8-46f91cdc038a |
|                                                                                         Rua do Colégio, nº 4 6260-000 MANTEIGAS |                                                                                              6260 |      6260 |  1 |  79.12 |  -7.519598185999939 |  40.38657000000006 | 00cbaa05-25d5-318f-b2af-c0c5d692e4df |
|                                                                 Rua Nova - Edifício Serafim Carvalho, Loja 5, 4775-269 Viatodos |                                                               Rua Nova, 4775-269, Barcelos, Braga |  4775-269 | 11 |  79.01 |  -8.565584824560919 | 41.453359616926754 | a21e72fc-541a-303e-8954-dbe229484380 |
|                                                           Edificio Multifuncional - Quintela – Bloco 2 r/c Dtº 4690-058 CINFÃES |                                                                Quintela, 4690-058, Cinfães, Viseu |  4690-058 |  2 |     79 |  -8.101253831073677 |  41.07910996020702 | f8fe6377-d045-37b2-ac2a-2778e7c7ddd1 |
|                                                              Avª General Humberto Delgado, Nº 405 - Fracção A 4420-155 S. COSME |                                   Avenida General Humberto Delgado 405, 4420-155, Gondomar, Porto |  4420-155 |  5 |  78.92 |   -8.53180001887111 |   41.1475300095731 | a19af0d4-913a-31fc-a8ad-6d7e3f959009 |
|                                                                            Rua João Albuquerque –Cerca dos Anjos 3130-208 SOURE |                                        Rua João Albuquerque de Oliveira, 3130-206, Soure, Coimbra |  3130-206 |  2 |  78.64 |  -8.622641512927274 |  40.06052694650988 | 2632b21b-4085-34e5-a137-970cec6cd211 |
|                                                     Edifício Sopé de S. Pedro-Lugar de Gração-Sobrado 4550-100 CASTELO DE PAIVA |                                       Lugar, 4550-607, Oliveira do Arda, Castelo de Paiva, Aveiro |  4550-607 |  2 |  78.61 |  -8.359361806890528 |  41.03276789404684 | 0a463260-1868-3e53-9980-ed5f48af838f |
|                                                    Avª Nossa Senhora do Rosário, Nº 603-1ºL- Edificio Biarritz 2750-179 CASCAIS |                                   Avenida Nossa Senhora do Rosário 603, 2750-179, Cascais, Lisboa |  2750-179 |  2 |   78.6 |  -9.437609999178733 |  38.69955998319182 | 7ede2747-dfec-3d60-b76c-13df7f325c3d |
|                                                                        Rua das Fontainhas n.º 267, r/c 4880-183 Mondim de Basto |                                                                                          4880-183 |  4880-183 |  1 |   78.6 |  -7.956837754676513 | 41.404762780947976 | b16b2fa6-4db7-3c28-a5a7-618aff5700ce |
|                                                                                       Rua de Setúbal, n.º 1 r/c 2400-448 Leiria |                                                                                   1, 2405, Leiria |      2405 |  4 |  78.58 |  -8.881561803908276 |  39.73968922632129 | 84e680cc-d2ee-3de6-83aa-0ef8abb7d989 |
|                                                                  Avª General Norton de Matos, Nº 31 4700-387 BRAGA(São Vicente) |                                               Avenida General Norton de Matos 31, 4700-387, Braga |  4700-387 |  2 |  78.51 |  -8.423947106917835 | 41.554201573256705 | 769fa585-319e-3bb9-9edd-e1cf84e5217b |
|                                                                           EN 2 - Quinta Marcão, lote 1 - 252 r/c 3510-197 VISEU |                                                 Travessa da Quinta 1, 3510-811, Carqueijal, Viseu |  3510-811 |  5 |   78.5 |   -8.02460996807767 |  40.63794998481774 | 84fa75dc-e51d-31ac-ad7c-c40cf0b218dd |
|                                                                                             Lugar de Cerdeiras 4730-000 FREIRIZ |                                                            4730-171, Cerdeiras, Vila Verde, Braga |  4730-171 |  2 |  78.38 |  -8.516467269325856 |  41.64982733877121 | a87658ec-b0db-3a74-83d3-9dee772525f2 |
|                                                                                      Porto de Lobos 2520-201 ATOUGUIA da BALEIA |                                                               Atouguia da Baleia, Peniche, Leiria |           |  1 |  78.29 |  -9.326839999999947 |  39.33976000000007 | 58becb87-10b4-394d-9f48-c56758d0453d |
|                                                                                  Estação de Comboios dos Foros da Amora loja 18 |                                                                            Comboio-Foros de Amora |      2845 |  5 |  78.26 |  -9.127749999999935 | 38.620940000000076 | d77c278d-0ade-3a68-8077-689dada9eb81 |
|                                              Urbanização Quinta de Vale Vaqueiro, Lote 2, Loja C, 3350-151 VILA NOVA DE POIARES |                                    Rua do Vale 2, 3350-054, Mucela, Vila Nova de Poiares, Coimbra |  3350-054 |  2 |  78.16 |  -8.206946205300454 | 40.244141447551556 | b2475434-5de1-385b-b936-2f90bb2ee2f3 |
|                                                                               Trav. do Barão de S. Cosme,nº 7 2000-223 SANTARÉM |                                                        Largo do Barão, 2000-495, Pernes, Santarém |  2000-495 |  3 |  78.02 |  -8.659596721409459 |  39.38602566066749 | 273a3b27-8e5c-3bcc-be10-5c21584f7cce |
|                                                                                   Urbanização de Brejo, Lote 32 3240-207 ANSIÃO |                                       Urbanização da Freiria 32, 3240-330, Avelar, Ansião, Leiria |  3240-330 |  2 |  77.98 |  -8.355460031123584 |   39.9262800113886 | b66b6465-3f31-3444-b3aa-b22b62e3b51a |
|                                                           Avª 29 de Março, 190 B-A, 1º Esqº - Edifício Miramar 3885-402 ESMORIZ |                                          Avenida 29 de Março 190, 3885-518, Esmoriz, Ovar, Aveiro |  3885-518 | 50 |  77.91 |   -8.62477390158791 |  40.95204633059522 | fb13b2a3-01c9-3a04-bdbe-928516ec41d1 |
|                                                            Ferragial da Cruz, Parque Industrial ; 7900-116 Ferreira do Alentejo |                                                                                          7900-116 |  7900-116 |  1 |  77.86 |  -8.121349452119944 |  38.06508763137509 | 02826e70-55b8-3833-8be5-b163cadbbea1 |
|                                                                                            Rua de Leiria, Nº 22, 3840-507 VAGOS |                                                                                          3840-507 |  3840-507 |  1 |  77.78 |  -8.683529984524256 |  40.52931000037552 | 447ead5b-7b3d-37fc-b193-349b54585d3c |
|                                                                               Rua Casal Santa Catrina, n.º 1; 2500-074 Lourinhã |                                  2500-796, Casal da Cruz-Santa Catarina, Caldas da Rainha, Leiria |  2500-796 |  6 |  77.71 |  -9.004937710820016 |  39.42172574929633 | fbce1b6d-448d-3e66-9e8e-83aac7ecf798 |
|                                                                                  Rua Terra da Ucha, n.º 34-D, 2970-585 SESIMBRA |                                                                                          2970-585 |  2970-585 |  1 |  77.65 |  -9.093869993972532 |  38.47297501213521 | 76ad1b26-76cf-3f01-ba1f-7db610e643fe |
|                                                                    Avª dos Bombeiros Voluntários – Edifício Sol 4580-059 BALTAR |                               Avenida dos Bombeiros Voluntários, 4585-015, Baltar, Paredes, Porto |  4585-015 | 10 |  77.61 |  -8.379722711647224 | 41.188351255315226 | c6c9e1ca-c0cc-399d-8170-880cd308a2fe |
|                                                                             Casal do Almirante, Lote 3, Bloco 4 2670-337 LOURES |                               Bloco 4, Rua José Miranda Vitorino, 2670-345, Barro, Loures, Lisboa |  2670-345 |  4 |  77.56 |  -9.184139989867873 |  38.83449001649137 | 998f2539-38e5-3fda-a449-2c1071fba580 |
|                                                   Av. D. Afonso Henriques, Quinta da Alagoa, Lote 178, r/c Esq., 3500-626 Viseu |                                                                                          3500-626 |  3500-626 |  1 |   77.5 |  -7.901025008364115 |  40.64210501995035 | 3bba91fa-cf96-3e2a-88a4-7d491695b778 |
|                                                                       Rua de Acesso à Ribeira do Amioso, 1º-Esqº 6100-758 SERTÃ |                                                                                          6100-758 |  6100-758 |  1 |   77.5 |  -8.100284975068774 |  39.80624000998503 | 6586ae33-7597-3b10-b637-79550b0bdfd5 |
|                                                Centro Comercial Jardim - Rua Manuel Faria,Nº 127, 2º Esq 4815-514 CALDAS VIZELA |                                                                                          4815-514 |  4815-514 |  1 |   77.5 |  -8.308980031082854 |  41.37643999484203 | 0865f9ce-e629-3afc-a717-496c7659f45b |
|                                                        Loteamento dos Quintais da Vila, lote 6 r/c, 6370-103 Fornos de Algodres |                                                                                          6370-103 |  6370-103 |  1 |   77.5 |  -7.540605015838793 |  40.62143998249502 | ecaa395e-87d2-3a69-95af-09a6e51231b6 |
|                                                        Av.ª Fontes Pereira de Melo, n.º 31 – Galeria Esquerda ; 1050-117 Lisboa |                                                                                          1050-117 |  1050-117 |  2 |   77.5 |  -9.146680007291337 |  38.73113000240696 | 784518db-48bd-364d-8ea8-6912e00ab463 |
|                                                                              Quinta de S. José Lote A, Fracção C 3500-189 VISEU |                                                                                          3500-189 |  3500-189 |  1 |   77.5 |  -7.912300009239601 |  40.64841998771226 | 4e6c4b47-6b48-3445-bb8a-c14a47516b41 |
|                                                         Estrada da Variante – Edifício Novo 4870-163 RIBEIRA DE PENA (SALVADOR) |                                                                                          4870-163 |  4870-163 |  1 |   77.5 |  -7.790480026877702 |  41.52664998617334 | d145bebd-722f-3fad-b988-87fbfbf2a822 |
|                                                                      Avª de Ovar - Edificio Santa Rita I 5050-223 PESO DA RÉGUA |                                                                                          5050-223 |  5050-223 |  1 |   77.5 |  -7.792363859616387 | 41.163349217345626 | c4213991-2ab7-3e57-bf6a-68993b258715 |
|                                       Rua Nossa Senhora das Febres- Edf Salylenda, Lt A, Nº 12 R/C Dtº 3430-039 CARREGAL DO SAL |                                                                                          3430-039 |  3430-039 |  2 |   77.5 |  -8.010934976865968 |  40.42909500209106 | e2384fb3-9feb-3ee8-adea-ed2f567e149e |
|                                                                                  Rua General Gomes Freire, n.º18, 8000-359 Faro |                                                                                          8000-359 |  8000-359 |  2 |   77.5 | -7.9401750340779245 | 37.020460007256105 | 5697ae1c-9b1a-3e46-8ae1-2231e0416061 |
|                                                    Várzea do Choupal -Edifício Choupal r/c Esqº -Corpo C 2560-230 TORRES VEDRAS |                                                                                          2560-230 |  2560-230 |  1 |   77.5 |  -9.258540025566958 | 39.093994996088554 | 03beee01-c345-370d-88ed-c783ae76b384 |
|                                                               Urbanização Hortas de Santo António,Lote 12, Lj B, 8100-712 LOULÉ |                                                                                          8100-712 |  8100-712 |  1 |   77.5 |  -8.029305007322364 |  37.14121498500053 | d5dc9264-bf22-3d59-ada8-452087377a11 |
|                                                                             Edifício Central ,Lagoas, Loja L 8200-171 ALBUFEIRA |                                                                                          8200-171 |  8200-171 |  1 |   77.5 |  -8.257399978236009 |  37.08490498228227 | e4eba7bb-ce5c-3805-ace4-93380fa5f0eb |
|                                                      Av. Prof Dr. Veríssimo Serrão, n.º 16 (ex lote 8) Loja 3 2005-172 Santarém |                                                                                          2005-172 |  2005-172 |  1 |   77.5 |  -8.692710012520052 |  39.24203499650679 | 91935f13-d068-3c26-98e4-54db1f0d4a43 |
|                                                           Avª Dr. Tito Fontes -Edificio Bruxelas, Loja 15 - 1º 4930-673 VALENÇA |                                                                                          4930-673 |  4930-673 |  1 |   77.5 |  -8.638444984629018 |  42.02728999873031 | ea575bde-ced1-3cae-b389-86214e0047dc |
|                                                          Rua do Pavilhão, Nº 27, Edificio Passus II, Fracção D 4660-226 RESENDE |                                                                                          4660-226 |  4660-226 |  1 |   77.5 |  -7.958080036546136 | 41.106654988185795 | 4e601931-0390-3dee-b1dd-ba1e33490eaf |
|                                                               Urbanização da Pedrulha, lote 24 r/c –sala 1 e 2 3020-306 COIMBRA |                                                                                          3020-306 |  3020-306 |  1 |   77.5 |   -8.39754866827164 | 40.231943712677776 | 258b153e-7055-3b77-9ead-3e81162b7826 |
|                                                         Avª da Europa lote E 12 r/c Dtº 5000-557 VILA REAL (N. S. da CONCEIÇÃO) |                                                                                          5000-557 |  5000-557 |  4 |   77.5 |  -7.735244961332171 | 41.301515000547056 | bfed9b86-fc1e-3484-a8f5-2824d87ec528 |
|                                                           Urbanização Valbom, Lote 2, S/CV, S/Nº, A, B 3270-051 PEDRÓGÃO GRANDE |                                                                                          3270-051 |  3270-051 |  1 |   77.5 |  -8.174936719320215 |   39.9016256071169 | 96f6f038-0cc4-38ea-aa7c-4daba2651456 |
|                                                                    Avª F. C. Porto - Edificio Via Marco, Loja 68 4630-203 TUIAS |                                                                                          4630-203 |  4630-203 |  2 |   77.5 |   -8.14909497655421 |  41.17146499509525 | 70271f41-4321-3803-9843-66fa07f77437 |
|                                                                Urbanização do Sobral, Lote nº 3, 2ª Fase 4990-144 PONTE DE LIMA |                                                                                          4990-144 |  4990-144 |  2 |   77.5 |  -8.581720035794064 | 41.761605000012366 | 6eeb2768-bc3a-358d-9b48-e265e8af54f1 |
|                                                                              Rua 1º de Dezembro, Nº 2 –2º Esqº 2700-671 AMADORA |                                                                                          2700-671 |  2700-671 |  1 |   77.5 |  -9.239010023530113 | 38.758780015054526 | 18ae75d2-7291-3375-8aa1-061a9e9e982c |
|                                                          Lugar do Campelo-Bairro do Pinhal, Lote 2 A-R/C 5300-167 BRAGANÇA (SÉ) |                                                                                          5300-167 |  5300-167 |  1 |   77.5 | -6.7712250104040095 | 41.807985003948204 | accd42da-9485-3d57-a94c-f180f7c07fdc |
|                                                                  Largo Movimento das Forças Armadas, Nº 3 2350-754 TORRES NOVAS |                                                                                          2350-754 |  2350-754 |  2 |   77.5 |  -8.535774968813996 | 39.480795017201814 | 30589f06-0ea4-36a3-89b6-3a4525381053 |
|                                                                            Rua Envolvente à Praça de Touros 14 A 2860-293 MOITA |                                                                                          2860-293 |  2860-293 |  1 |   77.5 |  -8.981760027344222 |  38.64493499446891 | 1f2a7313-8eff-3592-98f5-e36d2b645979 |
|                                                                          Urbanização das Urneiras, Lote B - 2C, 2670-524 LOURES |                                                                                          2670-524 |  2670-524 |  1 |   77.5 |  -9.172955010632506 | 38.826930000831794 | 33e29a9b-651c-3beb-995b-dfa4b9ec7661 |
|                                                    Avª Comandante Augusto Martins Pereira-Edf Sobreiral 3740-255 SEVER DO VOUGA |                                                                                          3740-255 |  3740-255 |  1 |   77.5 |  -8.369454959579485 |  40.73195998590995 | 99abaedd-12d2-36c9-bebd-d0231fd202e2 |
|                                                 Rua Eng. Adelino Amaro da Costa, 31, Bairro da Regadinho, 3600-127 Castro Daire |                                                                                          3600-127 |  3600-127 |  1 |   77.5 | -7.9229907914637465 |  40.89873131872096 | b97c5e06-d13c-39a2-a325-4625e7264cb7 |
|                                                                            Rua 1º de Maio, Bloco 1 - R/C 5300-236 BRAGANÇA (SÉ) |                                                                                          5300-236 |  5300-236 |  1 |   77.5 |  -6.763530004193797 | 41.809740006835085 | 0464c37c-f17d-3b3b-8f3d-eefa069f84cb |
|                                                Urbanização Hilário, Edifício Sol Nascente, Bloco A r/c 3 2560-374 TORRES VEDRAS |                                                                                          2560-374 |  2560-374 |  1 |   77.5 |  -9.262510030186974 | 39.105610008866336 | 94607160-cd65-3dcc-95d2-a3eaa6a5c451 |
|                                                             Rua Afonso Albuquerque, Quinta da Lomba, Nº 50-1º 2830-174 BARREIRO |                                                                                          2830-174 |  2830-174 |  2 |   77.5 |  -9.059409978361515 |  38.64444000117689 | bef7f155-b384-3a50-9251-afc6c42dac9b |
|                                                                          Largo S. Sebastião, lote 6 –Fracção A 4930-697 VALENÇA |                                                                                          4930-697 |  4930-697 |  3 |   77.5 |  -8.645172467755714 |  42.02582748235474 | 0e02e6eb-f8d8-3142-ae9a-10bd97b4e5ec |
|                                                       Rua Maria do Carmo Carmona-Edificio Terra Quente, Nº 10 5430-469 VALPAÇOS |                                                                                          5430-469 |  5430-469 |  1 |   77.5 |  -7.313410009869102 | 41.619489999310815 | 60cff1e8-641d-3db8-863a-76199bed9093 |
|                              Av. João de Deus Ramos, n.º 138-152, Centro comercial Solum, Loja 317, 3.º andar, 3030-328 Coimbra |                                                                                          3030-328 |  3030-328 |  1 |   77.5 |   -8.40458996985322 |  40.20345999403085 | 7d89233a-a6ee-336e-bbc9-bcd8a4d443b7 |
|                                                                 Lugar do Cerrado - Ortigosa - Bloco A - Subcave 5100-160 LAMEGO |                                                                                          5100-160 |  5100-160 |  1 |   77.5 |  -7.805919995441059 |  41.09929001941313 | 7c6b99ff-dd8a-3619-a1e2-b016536720ac |
|                                                         Estrada de São Pedro, Urbanização Peixe Frio, Fração K, 4950-457 MONÇÃO |                                                                                          4950-457 |  4950-457 |  2 |   77.5 |  -8.482349975259211 | 42.077280004544775 | 0982e1f4-3e45-3e64-9b39-17a5e629efa9 |
|                                                                                Rotunda S. Cristóvão, Nº 179-1º Dt 3880-070 OVAR |                                                                                          3880-070 |  3880-070 |  1 |   77.5 |  -8.621035017362345 |   40.8638849811926 | 552ba8be-8e39-303f-8164-f7084ea91c14 |
|                                                                              Rua Alfredo Mirante, n.º 6 R/c Dtº, 7350-154 ELVAS |                                                                                          7350-154 |  7350-154 |  1 |   77.5 |  -7.182244959837874 |  38.87708999164266 | 1b1a1029-2ccb-3890-88c3-92d0c8ec5637 |
|                                                        Edificio Buonas Bistas, Bloco 2, Loja de Trás, 5210-003 MIRANDA do DOURO |                                                                                          5210-003 |  5210-003 |  1 |   77.5 |  -6.279969963375464 | 41.500525018899026 | 43ca12fc-3fab-3fbb-b40e-6d2d9ab9aa34 |
|                                                   Quinta da Arancária, Lote 1 – Bloco A – loja 1 5000-000 VILA REAL (SÃO PEDRO) |                                                Bloco A, Avenida de Dom Dinis, 5000-600, Vila Real |  5000-600 |  4 |  77.14 |  -7.745050027847782 |   41.3001000095625 | 9cdf692d-dbf7-3d55-8608-6c0dce36e684 |
|                                                                            Estrada Nacional - Currelos 3430-000 CARREGAL DO SAL |                                                                                              3430 |      3430 |  1 |  77.12 | -7.9777624859999605 |  40.45953000000003 | f015f139-10ab-3d72-91a2-d7d115e1875d |
|                                                                      Av. Eng.º Bonneville de Franco, n.º 4ª e 4B – Paço D’Arcos |                  Avenida Engenheiro Bonneville Franco 4a, 2770-055, Paço de Arcos, Oeiras, Lisboa |  2770-055 | 11 |  77.02 |  -9.297994333500085 |   38.6925737729981 | f080e994-4946-3e31-b402-07873fd78f04 |
|                                               Urb. das Lameiras, Loja 1 – Rua Drº Eduardo dos Santos 3525-072 CANAS DE SENHORIM |                                                         3525-072, Canas de Senhorim, Nelas, Viseu |  3525-072 |  1 |     77 | -7.8985567898958315 | 40.506770991516355 | 4a74faa6-e8fb-3c05-aaea-60d04fd6e173 |
|                                                                  Avª de Ceuta - Edifício Nova Avenida loja 5 8125-116 QUARTEIRA |                                                                  8125-116, Quarteira, Loulé, Faro |  8125-116 |  1 |     77 |  -8.095738517836434 | 37.074223739776215 | 661c4037-2acb-3221-8648-bf400be0fa96 |
|                                                                              Urbanização Nova Moita, lote 7 r/c Esqº 2860 MOITA |                                                                                              2860 |      2860 |  1 |     77 |   -8.98971906199995 |  38.64535500000005 | de0c73d7-483a-3e62-8a71-9b2b4e9a6ebc |
|                                                        Estrada Principal de Fátima (Edifício Fátima) Loja 2 R/C 2495-552 FÁTIMA |                                                                 2495-552, Fátima, Ourém, Santarém |  2495-552 | 10 |     77 |  -8.654928697764184 |  39.61858261600108 | b3e3d8d3-fe3b-3e49-ae9a-5d7a8f981703 |
|                                                                       Urbanização Horta de Algoz, Lote 5 R/C Dtº 8365-062 ALGOZ |                                                                     8365-062, Algoz, Silves, Faro |  8365-062 |  2 |     77 |  -8.304455920051629 |  37.16420656379063 | f2e1f182-0163-3cfb-97fd-d4241c8a1ed4 |
|                                                  Av. Engº Duarte Pacheco - Edificio Paços da Formiga, Nº 921 4445-516 ERMESINDE |                                                               4445-516, Ermesinde, Valongo, Porto |  4445-516 |  1 |     77 |  -8.555144950730073 | 41.205203523185894 | b4c04c7d-fbe1-3a53-bf54-0170b1848570 |
|                                                                                   Praceta João Caetano Brás n º 9 2000 SANTARÉM |                                                                                              2000 |      2000 |  1 |     77 |  -8.667754999999943 |  39.32531590800005 | 08527b9d-2f2d-3e71-b7a2-76263ff020da |
|                                                                                            Rua Santiago, Nº 1911 4505-525 LOBÃO |                                                     4505-525, Lobão, Santa Maria da Feira, Aveiro |  4505-525 |  2 |     77 |  -8.484989999999925 | 40.987370000000055 | 8bd2b622-5425-32f4-b293-93634e88b827 |
|                                                                                   Avª 25 de Abril nº 695 - Valos 4505-240 FIÃES |                                                     4505-240, Fiães, Santa Maria da Feira, Aveiro |  4505-240 |  1 |     77 |   -8.52303093779119 |   40.9861434165091 | 12016643-1524-3b9c-b238-276bc7a54ac7 |
|                                                                         Rua Tenente Zeferino Teixeira, Nº 9, 2790-085 CARNAXIDE |                                                               2790-085, Carnaxide, Oeiras, Lisboa |  2790-085 |  1 |     77 |  -9.237354502803901 |  38.72670716175333 | 69246c3b-21d6-398e-abd2-4d97eb228055 |
|                                                                   Avª das Forças Armadas - Cruzamento de Pegões 2985-216 PEGÕES |                                                                2985-216, Pegões, Montijo, Setúbal |  2985-216 |  3 |     77 |  -8.614399804672814 |  38.68352362152734 | 9d73b140-d4c7-3c8c-be56-4cd1128644ea |
|                                                                           Lugar da Mota - Edifício Terra Nova 4755-233 GILMONDE |                                                               4755-233, Gilmonde, Barcelos, Braga |  4755-233 |  2 |     77 |  -8.661732776141278 |  41.51138488030392 | 0e0123b5-ec02-35f6-9f3e-97eeeb77c3b6 |
|                                                            Bairro Nossa Senhora de Oliveira, lote 1 R/C 2135-202 SAMORA CORREIA |                                                     2135-202, Samora Correia, Benavente, Santarém |  2135-202 |  1 |     77 |  -8.878295420249144 |  38.93185504241328 | 05fadca3-ff5a-3913-91cb-8cafa5df9244 |
|                                                                                  Lugar da Portela, Fracções D e E 4640-264 GOVE |                                                                      4640-264, Gove, Baião, Porto |  4640-264 |  2 |     77 |  -8.052148544825277 |  41.13133600741044 | 59e83a39-71b8-3a3d-b578-fecaa629c872 |
|                                                                   Avª 3 de Julho –Urbanização S.José –Loja 10 4760-713 RIBEIRÃO |                                                 4760-713, Ribeirão, Vila Nova de Famalicão, Braga |  4760-713 |  2 |     77 |   -8.55613651232587 |  41.35499371508454 | d6b81280-7484-3cc9-800c-93d55dba7360 |
|                                                                   Estrada Nacional nº 11, nº 219 r/c 2835-024 BAIXA DA BANHEIRA |                                                       2835-033, Baixa da Banheira, Moita, Setúbal |  2835-033 | 50 |  76.86 |  -9.041224528490376 |  38.65173363498904 | 593bb178-21cd-3ce3-9c0f-e317357384df |
|                                        Rua da Cruz Vermelha Portuguesa, Edificio Urbimafra, Bloco Norte - Loja B 2640-000 MAFRA |                                            Rua da Cruz, 2640-201, Casal da Arieira, Mafra, Lisboa |  2640-201 |  5 |  76.84 |  -9.384797825642051 |  39.05499959992365 | 78548318-5b04-3bc4-b35e-2ac3ca23286e |
|                                                                  Rua Dr. Cândido Pinto, n.º 28 C, Fração D ; 4520-707 Souto VFR |                            Rua Doutor Cândido de Pinho 28, 4520-211, Santa Maria da Feira, Aveiro |  4520-211 |  1 |  76.59 |  -8.545739962042177 | 40.929269986659875 | 7e57acad-4b71-3006-a0bb-dc2c8d594ac0 |
|                                                                        Rua Miguel Torga, n.º 22 loja Drtº, 2725-563 Men Martins |                              Avenida Miguel Torga 22, 2725-563, Tapada das Mercês, Sintra, Lisboa |  2725-563 | 50 |  76.46 |  -9.329600040488685 | 38.793449997340076 | a8251be8-45e7-3a68-b642-b5c8c067d578 |
|                                                     Avª da República-Edificio Padroncelos, Fracção D 4615-594 VILA COVA da LIXA |                                                                 4615-594, Lixa, Felgueiras, Porto |  4615-594 |  1 |  76.23 |  -8.145722687948247 |  41.32765865149768 | 8104e8c9-ba40-3c7b-94b9-9d4c9004d80f |
